member_id,gender,status,mem_duration
znGoHH9Tel,F,C,10
7chlb7VPn0,F,C,5
sM1cFWuSVW,F,C,5
BLB76Bdg0S,M,C,6
WfBOLlVMBD,M,C,9
MwiWt2TBjO,F,C,7
Hp3WkysfPT,M,C,15
MdeKwPWYg3,M,C,9
1cobkYxiLM,F,C,6
pR1eyNM0UH,F,C,7
llkCa76XHz,M,C,13
RFcEppLXkL,M,C,13
ZWR6H22MZl,F,C,6
lTPaKAtRrI,F,C,7
XXydwDHskE,M,C,17
r9HxA7jz8t,M,C,12
ElV3NLcsii,M,C,10
MSd7z4QQ6O,F,C,9
CsmhbPcgsP,M,C,4
HfNh4mI2aA,M,C,9
vWbHJIxXfy,M,C,10
UoOVQXM9Cr,F,C,7
kvxpTR8o9J,M,C,13
nRsgi47sOd,M,C,10
nLlgGLmbP5,M,C,9
HtlaqBgQRE,M,C,8
AHaimQZon5,M,C,11
Es71NerhGK,M,C,9
BLBcwp6kLG,M,C,7
ktN0Vqndah,F,C,15
1jBvcK74f7,M,C,8
qOVLzsD5Yr,M,C,11
8H1X1ZNYBp,F,C,10
9JXBEu57v3,M,C,12
2pd4JJqahP,F,C,7
XMz5SRlkj0,M,C,10
McCg41GvZT,M,C,6
wFSLsT0dHz,F,C,9
ahPjzAVUE5,F,C,8
uHwUzMTkw4,F,C,9
ZwvGU6xbdy,F,C,7
ABl5aq0O02,M,C,8
5evdEt2R5e,F,C,9
4nFyXSLsKL,M,C,7
3VIZUnezGZ,M,C,5
bBGW9mPjnl,M,C,11
2n1MdeBw7Z,M,C,14
33SkHRspkb,F,C,17
vhLJ276X0A,F,C,11
t9QetM0idE,M,C,13
GQPz5zlw5T,M,C,7
d33yXdM8i7,F,C,6
QZMq1kxNe1,F,C,6
4W1Jj7vx2l,M,C,8
lvcfJi7vi5,M,C,6
7mgJxvLRnF,F,C,8
u5gQitS2s3,M,C,5
9BcbUAVbHT,M,C,12
a3jt7BlHH5,F,C,9
R1q6xCoGqT,M,C,16
U1DwVq7zpd,F,C,8
YnPWJFAtTr,F,C,7
bVDUR8VbR8,M,C,11
msQA5MaHbp,F,C,6
tGn9tC20qe,F,C,7
FPsXBewloB,F,C,6
caFYkXL5Je,M,C,10
vM8NRsmVSu,F,C,9
zLqb9AnclP,M,C,12
3qLfWVhwue,M,C,7
Jym4GVWVyx,F,C,5
xscvBi0YB8,M,C,9
QOw32RNcD6,M,C,11
6cDg2hNrdN,M,C,14
cGkbK1OvIm,M,C,10
CMdkkxtGnF,F,C,7
A9UFTcw7zQ,M,C,8
6GPzmJIdVz,F,C,11
I7u74t0crC,M,C,6
MXegeCJY1K,F,C,14
dDXQbk6ZyV,F,C,10
KY9wWiKxZO,F,C,10
S8eMvpWzsS,M,C,11
UKHFmHWFFS,M,C,7
bH8RApF3H2,F,C,10
Oqwl6cGjrh,F,C,5
mWwsbkfg8H,F,C,11
wbZooTQ4PX,M,C,9
UtxuL8kZXH,M,C,14
00s3LXuIs0,M,C,8
zNu3dwgHei,F,C,15
5vvP5klG68,F,C,5
Q7krZoJzWx,F,C,9
cgo7WrIHnS,F,C,9
pQR7karTE3,F,C,11
1CUWCUEuEx,F,C,10
fRm8fAgUAX,M,C,10
BSRtQ8njjA,M,C,9
a2xxvytv8T,M,C,11
sms8dJ3it2,M,C,7
n0nmmGsOgn,M,C,5
jVKyaZV8hP,F,C,6
CG5OfKrROv,F,C,10
E51TGXcXZC,M,C,8
Jib0h7bta6,F,C,9
GuEw4dDRat,F,C,10
nugWcNr1vL,M,C,17
9OjRGodlrU,M,C,15
LE4Fkj5nXy,F,C,10
Bb2dwLGUqC,F,C,11
IlS4LDU8gF,M,C,9
spP314Wxvr,F,C,9
jQbRTEm2YR,M,C,5
nseiUF4qcD,M,C,11
uyJhZKAzLH,M,C,10
2gTfqZJLFO,F,C,8
5fKikk7xD6,M,C,9
h5UiTJhdgB,M,C,11
0IbuIqSZkk,M,C,4
YsKANlTYms,F,C,6
t2sbefoH4g,F,C,13
i9qODEBqEw,M,C,12
qOXhiNy9NL,F,C,11
sEEroy1IAc,M,C,8
Z6z49zpPZg,F,C,5
mW8dKw7ugB,M,C,12
qsKmPoVEmu,F,C,6
6PdrXhe8yX,F,C,16
aspD1J93qJ,M,C,19
y2p0EwkCrb,M,C,6
pxIW5B0VAL,M,C,10
Pn4kSHeNcW,M,C,12
mvq8mnZiVj,F,C,7
mbYZHHx7RE,F,C,13
83hrcb4AUY,F,C,9
fuyh4I0XNN,M,C,8
UsVVGxaY0C,M,C,9
IVtuBqGa0b,F,C,7
lPpggeuxfe,F,C,15
xr9W2eQ2AN,M,C,9
J3cHPYHV5D,M,C,11
KFnwKBURPn,F,C,13
znFpKGGVuX,F,C,9
ytk3iUjECE,M,C,8
Jfr0jtk7Mk,M,C,11
DCec6fRQ19,M,C,7
a2uEpCeRI1,F,C,9
E1A0PWu9fm,F,C,21
1CYCiXEd8E,F,C,6
HuMptgqr5C,M,C,5
aGBy9TQyq3,M,C,11
UgPF4cbrnQ,F,C,11
qcbI1pJFk9,F,C,17
DyATb46LYb,M,C,15
wDzHxSgMMn,F,C,6
zWHDNaKZHd,M,C,10
oL1vbHDrns,M,C,9
GXLZTFGwJT,F,C,8
w0kLfWxpd1,F,C,5
jD4EDTfj1n,M,C,5
nNfl8edX4r,M,C,12
zl4LT1N3xm,F,C,6
On115DVj7v,F,C,10
C6iNym1SUU,F,C,12
nvextHizaJ,M,C,10
le45mJXjbl,F,C,6
tWzjPcMspD,M,C,13
W66pSFnVpq,M,C,10
rP50zs6gn3,M,C,9
KPSRiLP1a2,M,C,5
78EeefZw6I,M,C,10
Rvt7b0SNas,F,C,4
hesJmviLve,M,C,7
9EEvOCnWlE,M,C,11
Llvs4sQBEv,M,C,5
ot6g2JULUT,F,C,5
tBvn4PIzAJ,F,C,12
qnElpfeTD6,M,C,12
yOjRw9EprW,M,C,10
jYkKauQbxK,M,C,12
kEr1oZxqTN,F,C,8
NmxmJutPsq,M,C,11
Mk6YesyjSE,F,C,7
jioFzHy5zF,F,C,8
4YyLsXnRTn,M,C,9
cUCqxWNiEC,M,C,8
qDZXmw2c4t,M,C,7
vp2YuQrw6n,F,C,5
m2VObRWxZ0,M,C,11
b10032BHP4,F,C,6
Iz7ulHRvsI,M,C,9
XRCT5NHo24,M,C,10
9A9eTTr72p,F,C,7
3qmRPHgaUH,F,C,10
Rf5IBIKrxS,M,C,11
TDfJlAPB4B,M,C,5
v2aeh4ErzM,F,C,9
RyRqPim9y2,M,C,4
TnsrHn50zD,M,C,13
bNUyn1Siw6,M,C,12
T71LcTRunj,F,C,9
y9XMM7vRwY,F,C,10
U7JDI7TwGP,F,C,8
oU5a49JyCz,M,C,6
KQdgilnPMV,M,C,9
K7XsPe8vmq,F,C,9
Q7LTFuqvya,M,C,14
fn7c8u6kVy,F,C,9
HP1fNDhcAO,F,C,5
TLSPKFYA5Z,M,C,10
W8uVDGgWz9,F,C,10
G1AWKZ4mL8,M,C,9
ACB3XU9CG0,M,C,8
YoD5fYUmnI,M,C,10
1VwiiWiw5P,F,C,9
N4IoRdSzkp,M,C,13
PcyIyJx8dn,M,C,6
dy0XFlZPCW,M,C,21
97FboJ9Obw,F,C,7
Zu0fgMfiky,F,C,8
aYtIxLyD9a,M,C,11
XxeDkLlMUv,M,C,10
rXEIQCZq4t,F,C,5
uH2bybb7zC,M,C,9
pfUBauAe1O,F,C,6
gKmL4Kt8Nu,M,C,11
UPi4GwhKb9,M,C,10
ebKS89xX6b,M,C,8
nGrx59TpKE,F,C,5
HtwOpSfch9,M,C,7
cOQpOqOaLZ,M,C,12
T3qcdgf9N1,F,C,6
daipP4FuHf,M,C,13
mc8HWu0cUi,M,C,12
ZoMhtDPCC1,F,C,5
M7vMJxeOyU,M,C,9
YOWU4Jafjn,F,C,8
JOuRs1c9oP,F,C,7
uA3ZLTmNM7,F,C,10
AUdRjeryci,M,C,17
DhCofy5wtZ,M,C,9
JjlloLKqcp,M,C,9
mrTciN6CRR,M,C,10
M89J2QaRpG,F,C,7
MnOzQ5abbs,M,C,6
ohf5NMthak,M,C,5
mHeurHNZG2,M,C,7
l4pKbcdx4w,M,C,13
G9pB7i2uPr,M,C,8
VjOKC2EFjz,F,C,8
tscuaEArjD,M,C,17
XyC1IQbsH9,F,C,5
bVGQa8AaFd,F,C,8
pOxyTBqIA0,F,C,15
2ClSLQdNjG,M,C,8
hZcw8bPpqV,M,C,7
RwjFhbuGsb,F,C,12
VBEp8ermyE,M,C,14
vfGguyLl73,F,C,6
nDc7PGcJRw,M,C,9
8kXEAejpIA,M,C,7
pc2Yd7Z0dP,M,C,14
EKcLi0I2D4,M,C,5
gnNjmH7kf6,M,C,6
puyfzaJT2s,M,C,12
UmKyaPbvOd,F,C,8
mWK3IUbRRo,M,C,12
LfJ1Bu4UMG,M,C,8
6JPWykVnVw,M,C,12
yJqzXEN0hY,F,C,13
Uj3ympEYIE,F,C,12
60h6BF94We,M,C,6
BbJgrZCcto,M,C,7
FyMW5lqeV7,M,C,12
A8SgXB5hqr,M,C,14
yCsEo9owOJ,M,C,11
uFth0Glj1H,F,C,8
go9Qu998pa,M,C,14
brPgE5Ln1I,M,C,8
dInIexJPKg,F,C,6
lpp3iswvQy,F,C,14
ss2o0EJpxq,F,C,5
jdvTh1V89i,M,C,10
lv7dtqtgrY,M,C,12
eSdwr7M7ow,F,C,4
TvwBXmYDoN,F,C,10
2bYdATi6VS,M,C,11
evFqADf8Rl,M,C,5
qOpPPN0T1D,M,C,9
ovTrYDSyN6,M,C,5
SnT35qLE4Q,M,C,6
wC4IChkpx4,M,C,12
wsItOAcLUP,M,C,7
dNDRC0VG2A,M,C,12
ZLJgIdEEeX,F,C,10
l34UjOmp1E,M,C,8
fCXolzCtLG,M,C,11
JRPatJXtrw,M,C,10
GOyzhW9iDp,F,C,9
FjZVKxHL6M,M,C,13
Na9gX2DH2q,F,C,13
e914ugN2MZ,F,C,11
RDSLaymKsf,M,C,11
y482GkiMg9,F,C,13
nptOPCcktE,M,C,7
YkHfNOVwbF,M,C,9
1z9rZpKD8R,M,C,10
pNkGcgKWip,M,C,5
aBRqhVGmgI,M,C,8
M1w6yOSJsh,F,C,6
4ezNDRZggL,M,C,5
QRsVwZFwij,M,C,14
4rb6AFu3LQ,F,C,6
Xch9Mi0G8m,M,C,8
hKNNkcgv91,M,C,9
ApInip4X3y,F,C,8
3oUhhonx4q,M,C,11
knKdlCIfRa,M,C,6
mI1DvoF5pv,M,C,7
JoSt0uMqpZ,F,C,6
GGGSWRHCu7,F,C,7
mKxFLbcLAW,M,C,16
CnBeZq6oC1,M,C,16
WWeronQRpk,M,C,12
cKUuxkecmO,F,C,10
DTY4PGrM1M,F,C,7
hz2uA7OHR2,M,C,9
kSNn53tgbH,M,C,20
17PZ2wyywj,M,C,5
8J3wL5YNNK,F,C,9
x45WyFlw5M,F,C,9
psvwpRUede,M,C,8
wsV3KHj16Y,M,C,5
CHstJnaETN,M,C,9
ktcNAKU6bj,M,C,13
vC5INRg9Ph,F,C,5
qxpJfeH9wY,F,C,8
dYnojDiCq4,M,C,7
FnTk5WWf5p,M,C,8
qQvAOWFbKT,M,C,18
33JMUvEk1y,F,C,7
CP6goc5I47,M,C,14
KwtzuOkvsH,M,C,14
DRax36XlPx,F,C,4
fuv4E9NRvl,M,C,12
MwjUhBSKfA,M,C,9
UpIsDMFGPp,F,C,7
YF4fsQ9lMk,F,C,7
viBGk49jax,M,C,10
r5DmAMzQmp,F,C,7
97VsKKbGqA,M,C,6
Q9s2NfKoZ7,M,C,8
K9bDc4Badm,M,C,8
uPZgHxWCE2,F,C,9
q0O0XwBYtz,M,C,9
ekut0aSdfu,M,C,9
SM8T3Ncuqn,F,C,8
w48vpOkERl,M,C,15
Lz54568U97,M,C,8
ah0rFLuUMJ,F,C,13
2b8n9cydPq,M,C,8
frmNCdyS2G,M,C,12
GHCJNdptmD,M,C,10
XBZ5o6QDNg,F,C,12
JGg1ea1CAC,F,C,10
pmAQlR5h0g,M,C,9
pqDt71yFiM,F,C,11
6DEQGQCATd,M,C,9
9bxcAAyLEb,F,C,8
XUxtoe2TFA,M,C,10
QZPnm6hCCi,M,C,8
ARx3NaHs49,F,C,11
jKsVO9ye96,M,C,11
HupnW2NPNA,F,C,6
Wx0JXSTW0b,F,C,13
C753se30Mo,M,C,9
CdThRhc2I7,M,C,11
YGSz3D0cwK,M,C,9
WJhOqRwnd1,M,C,8
NOQ7m2lJlX,F,C,7
mhvPU6kyXx,F,C,6
hufAFKaMcz,M,C,6
vtTHanQrSC,M,C,8
xtO6e9PAO5,F,C,7
rvy8COjwvS,F,C,5
yeFWCQQKIQ,M,C,10
OrMp4G6M56,F,C,10
RqchNKgurE,M,C,13
CjYw7W6eFk,F,C,15
DY1l70FEhE,F,C,9
mry3XGpkvj,M,C,11
8CCMbXq442,M,C,10
edzqyZah5E,M,C,9
qWOzWXWz4y,M,C,13
aLWOK6qdU2,F,C,10
sGOTRnAf8i,M,C,10
JlK3LbrvYy,F,C,12
MopUylGIvH,F,C,8
UC6MVYEkBs,F,C,6
BccXN71XZw,M,C,7
e2jAI8w2OY,M,C,7
w9b0PZgBeU,F,C,11
LEMqFlZwmG,F,C,10
vh6QW45QAJ,F,C,10
Dg7Ycd1Gwi,F,C,5
2if2tqEDW4,M,C,9
4Gl09KtjmT,M,C,8
JCtQOqVbI8,M,C,15
mYbvcguFnm,M,C,8
3Zin6JZaJM,M,C,11
AeBDWCNjRC,M,C,3
hHc4l7C3YP,M,C,12
Cnd3dh6jAp,M,C,10
bMZS3RVpAk,F,C,11
O1q5DSjcbE,M,C,5
hEFgX32CJO,F,C,8
d60U06uGAA,F,C,6
grnSbeAVR1,F,C,8
EvfF2vGz7K,M,C,11
At6TmSbgbg,M,C,7
5joIeQ04S4,F,C,9
wGtreT7kMO,F,C,8
JBfquyhDOl,M,C,6
9PeqzN6Z6U,M,C,8
qVHZO5mwkm,F,C,11
4106axI1k1,M,C,8
lsoCE8djkO,F,C,8
uDBCI9Dh3S,M,C,15
XRAVs6NoL1,F,C,9
pSpkrn3hYo,M,C,9
BDgPeBrSed,F,C,6
66mhm7KLkw,M,C,10
sA78Inny8m,F,C,18
rNpnIS9znQ,F,C,5
c1HoSy7Wum,F,C,13
RYP7UoY4UE,M,C,7
Sm1x1zRqOT,M,C,7
7CX0Q86RcA,F,C,6
BRPXRnB3lb,M,C,12
q0wOzmcPL5,M,C,6
RDGvz5jXqW,F,C,13
saODuAqhjH,F,C,9
qQ1yN9JTwd,M,C,13
V83WNt1wqR,M,C,8
QU03U1Drbh,F,C,6
hBDUZkI63i,M,C,10
OLurnbPh4x,F,C,12
cCdLNOGdQL,F,C,6
vuEs3GvmDc,M,C,8
IlmSWYb41x,F,C,8
Do8yKlMak1,F,C,7
5fTNdJMwM0,M,C,15
Ztky24GyIN,M,C,11
iFdIhYjSpa,M,C,9
uPNOYH6tlc,M,C,10
MVjAtsksn5,M,C,12
B4xJwUDuPG,M,C,8
mxEIuqcpnR,F,C,9
mKE1117HJk,F,C,9
YNETTWDVzv,F,C,10
61hjA4Ziva,F,C,5
T1rG68nZF7,F,C,8
5I4MCncKFV,F,C,8
ENmq0liq5Z,M,C,10
igemPjIlsX,F,C,7
YlUZiZZXtf,F,C,4
mgq80cEgEs,F,C,10
pnR5IiybvS,F,C,13
tcd0GCo9U8,M,C,12
kUqqXvn0mV,M,C,10
uhV5FL9Yg0,F,C,6
HURsy1SEFb,M,C,6
voMX2K8fmo,M,C,12
nRYsunmCBU,M,C,9
Z1ggqD0kh0,M,C,4
g3selCKGFK,M,C,13
pTrviMy4T5,F,C,10
cIYFQB2MVC,F,C,10
xL531x1KtP,F,C,7
nBvqkkb6UA,M,C,5
AbmuM51D5J,F,C,7
uCFwUQ4MH0,M,C,12
1bnDsfxBck,F,C,8
qR9FKHLylS,M,C,9
TWzOYPSnFF,F,C,11
NdX3IceCyZ,M,C,13
OdN1FOBD4V,M,C,11
Eb29DCei6V,M,C,7
l1mdKjpZnt,M,C,9
HwFmYwDVdU,M,C,13
JGYm523pdh,F,C,11
gE5n08q5EL,F,C,8
lSYk3JSY2D,M,C,6
8AG5Qyy5lT,F,C,4
PxLoA2upr1,M,C,7
KntgeUwwuG,M,C,9
VYmk1KUZJk,M,C,10
RQcARsWea1,F,C,9
eoSR6cOQ3R,M,C,7
tXNvcy7KdG,F,C,8
L9Ny5uvtbp,F,C,9
DQn9m4XEoW,F,C,12
W9Lcdq9g4n,M,C,9
YXTDKgef7D,F,C,12
FyLGWtSR6y,F,C,11
CTkgmCKJ0Y,M,C,13
XGT9pjVTWV,F,C,11
hoFc5GbGuv,M,C,8
TPgSxPHqcd,M,C,10
1SKHUexorO,F,C,8
utDd0u7A9P,M,C,12
zzSky07Uhl,M,C,9
v1xSeHHpTm,F,C,4
cAriyO0A7m,M,C,7
AN6yX9ZEXW,F,C,10
VTFPA3cA1M,F,C,6
Z24JsYDzmY,M,C,6
FdvnF4F1BJ,F,C,4
nNJWBhmhZp,F,C,5
10iOA0PRyW,M,C,8
afq8k7uPlN,F,C,8
vBeQuYYPGQ,F,C,8
6qinxsUddi,M,C,8
c1IstMllq5,M,C,14
hnvW9dXgT7,M,C,7
JhBBfgpEkZ,F,C,8
oiJoWPkEKC,M,C,7
DzXBDlmQnD,M,C,12
J4dmAyLvAO,F,C,10
AeTpOuTWrF,F,C,7
BhHejN9hbh,M,C,12
sO2VrN4YY4,F,C,7
7JB1omK91N,F,C,15
WCbJ8UOkx2,M,C,7
LzfCgIZoDe,F,C,11
BJS0PYcLnt,F,C,4
PHjm22P3JI,M,C,7
ZnhZWMkocT,F,C,9
URaqtyO7L6,F,C,5
6eb3vcV2iO,M,C,12
SgXuRytekG,M,C,8
4j7mWFFqyk,M,C,6
kh0K9Bt7ie,M,C,12
HBttx73vcf,F,C,12
hzrg3BQ7i1,M,C,9
2XwOmq57wq,F,C,11
7klONz1ABJ,M,C,6
u6cGrGLtvT,M,C,5
KXcSXp3RL2,M,C,5
TQdvs913mt,M,C,9
BI9QaCOer9,M,C,7
Y0O4LHHPwX,F,C,5
zEC1kpj1Jq,M,C,8
sLfVhBGgtm,F,C,6
HjGui6eMl9,M,C,11
At7rmolLXE,F,C,9
R3Q1KQG3qr,F,C,10
CuYaByikMB,F,C,12
csTis8ERQK,M,C,8
iCJMcBU5et,M,C,13
E3bkLBH5qv,M,C,8
Rb8VrHo7jt,F,C,12
L2VSMgye8l,M,C,16
87LxIamx0M,F,C,6
zUDdxrw4oj,F,C,7
dpPfsZF0fo,M,C,8
megqMVqfmT,F,C,9
Bm6GBZZ6D8,M,C,19
T7f9TXOVkG,F,C,10
ov3mXLchFh,F,C,8
LQtwiHEeDg,F,C,10
Sesc2cIse5,M,C,8
0ikYIDtzic,M,C,11
DmTgLFnjag,M,C,10
XzXu2euq2w,M,C,11
QRodM2XbyX,M,C,14
hwJfbNMcct,F,C,9
gBvgSTJyFE,F,C,11
zTDm9pTa5r,F,C,4
qVtew3shUq,M,C,8
ySEaYyVUkn,M,C,7
p405xsUknL,M,C,14
vMmumOScQW,F,C,9
aMhpHsCbU9,M,C,9
j5S1tWuiwN,F,C,8
7VH1xrzilV,F,C,7
cdjiPZ4re0,F,C,9
N8PalO5pzQ,F,C,8
EtP2v8rkrX,F,C,5
f7l7auFoRi,M,C,8
L00rV0OdWx,F,C,6
K6GqZGOawq,F,C,7
uBdaw5e4h1,F,C,10
kF8Yo1AwJB,M,C,13
nXmfOGtPAf,F,C,11
QwNFQCgsPh,F,C,10
gJzPFmMeIk,F,C,8
LXSKrURw1o,F,C,9
riyCJwpv7n,M,C,18
rJikTErsfG,F,C,9
gZWr4LHaca,F,C,13
qJI2azRuYY,M,C,8
297hwpR9K6,F,C,9
AY625Ukggf,F,C,10
ZxEs60bd7c,F,C,11
dXi3Kpbadi,M,C,9
Oku35y2gTq,M,C,14
9Viz9j9AGV,M,C,8
GtFETH4BhX,F,C,15
RY7xS2Ci11,M,C,9
KnMHF2Jcy8,F,C,11
DQjQKRoEQm,F,C,8
pPBQwLojYC,M,C,4
6O5MICElWn,M,C,12
gu19walzNc,F,C,7
QtatwpHv01,M,C,9
XWUod8Tiz4,F,C,8
qA0wD07uPc,M,C,5
xwLVsPQuWa,F,C,10
appC6IO1ML,M,C,12
Igc0fBQGrn,M,C,15
tBS8novuOC,F,C,9
xqenWraEY6,M,C,11
7Vako0H5By,M,C,7
X1fMHVxHdj,F,C,15
jY4fwBPiJQ,M,C,7
vxEer2zKEG,F,C,6
wyoOuuE1j8,F,C,6
COkqSfb7DR,F,C,9
tmcMD6kuAk,M,C,4
24zrLnftRi,M,C,11
5Q1ySYHfwy,F,C,5
4pPjtKgYHS,F,C,8
JCRLWxYqsP,F,C,5
xpoUeMNEzM,M,C,10
F269VhOB61,M,C,6
o0zvrc8Che,F,C,9
c8lmfqAC8f,M,C,10
DwwfPVUVx9,F,C,8
7Av0jJNkH2,M,C,10
vNSlfEFaj4,F,C,4
xs1gHubucW,F,C,15
Ci5iqksh9c,F,C,9
bCBbkDyPGl,M,C,10
CInLhYmBR6,F,C,10
7hNxOiD36f,M,C,13
fOmexE5HwG,F,C,16
tSQgOe4XAG,F,C,12
6Pt88nCI3S,M,C,17
UdJdoxws7V,M,C,5
Xpg0rk9Mp4,M,C,8
QbcZzVZJrW,F,C,9
2cj5gRQhZb,M,C,10
AtGJzbOANf,F,C,8
TG0DwFkYyJ,F,C,9
n49jHwhP2M,F,C,9
AwFetweOAv,F,C,11
LY9RgeP9YZ,M,C,9
or5e7xdLJD,M,C,9
qfwDnaMyfC,M,C,6
yOVSpKNNtl,F,C,13
lma6KMfzN8,F,C,3
b6fVz2wzb9,F,C,11
KIVKOXSO4L,F,C,9
deP2BUTa4X,M,C,10
8pjHP8k5FQ,F,C,7
4KsWCaH75x,F,C,9
9wB4QJUEj2,F,C,10
HaVnH5SgT5,M,C,8
6aX52G9C5f,F,C,8
U21N7EKLzX,F,C,6
kOSXRbQj84,M,C,13
JW19d6rFSF,M,C,9
c0yOx95rWQ,M,C,9
sVKIjeNFnV,F,C,11
EXbozDzU0j,M,C,7
7awna6mliT,M,C,9
r64gptGnZe,M,C,10
YUVYhCcgrO,M,C,8
QPxV0kEMQR,F,C,14
T6HPqn6NEE,M,C,5
shGyw6Rtyp,F,C,10
YzNCxDrOEk,F,C,9
AENuzXamtG,M,C,9
znaTXQDw8P,M,C,8
jpekqt1o62,F,C,8
Kw8aCDAgMB,F,C,7
X3uqviG5Mo,M,C,10
SBx9NLYEO7,M,C,8
fF3QpSUdfB,M,C,10
Afh1JqJ0Es,F,C,4
MKKQOZJvYs,M,C,8
YCZGMPoiB2,M,C,8
OxnHolT1Ty,F,C,12
4FtoJa3nI2,M,C,13
iWrVbNKRqy,F,C,9
l9tdyANFIE,M,C,9
5t2WzEdbJC,F,C,4
YBN2yhSl4L,M,C,17
2Qmhf7dKGD,M,C,5
91h06Semu9,F,C,10
Rqx1f8V0E9,M,C,6
gz9d3jPNdr,M,C,7
ovTETA266Z,M,C,5
JLakPL5GBA,M,C,13
ku3zpLDwyk,M,C,5
DmS8WebEBd,F,C,12
5UxYOoIPL8,M,C,9
FPD1tS9AFo,F,C,10
eifDh5mE2k,F,C,7
JoXnYTZ36J,M,C,11
raBfwB1szF,M,C,16
ANDOnJNwFT,M,C,11
k6OWEHzfNa,M,C,16
b2cYQ3SAfU,M,C,20
v15TLVjiRB,F,C,12
DnJhKWk5Tr,F,C,11
vmEI6NR3bI,M,C,11
FKwT0tLhMj,M,C,9
avgdhmMfWA,M,C,12
jY4GzkbtlT,F,C,12
k2LHdqg43a,M,C,16
reQYRYABBt,F,C,10
62amHYXgl1,M,C,10
gDs7Vuq0LQ,F,C,9
euVZL1x0XN,M,C,12
59kMMYuWdk,F,C,9
2X0L137sUr,F,C,7
hk0BKjFLo9,M,C,12
rs0BkwLjVL,F,C,4
ob26eIUiIa,M,C,6
8WnrEwaIfN,F,C,4
hPQXky4MBw,F,C,9
i7eLGYbSoz,M,C,7
HnDg6XfcPf,F,C,10
ty4vXL2YDn,M,C,13
yLMchXpy79,M,C,11
P9MIKl2YiI,F,C,7
9oHDkDGmBP,F,C,10
z1Kft1ofIg,F,C,10
dWE4p30ttM,F,C,13
wVMXJFwX9d,F,C,12
hGDKO8gdpM,M,C,6
c6wdfESidl,F,C,11
H7m6UyAwqI,F,C,9
IXFC4tHioW,M,C,9
Q2jw5nEuc2,M,C,9
76hN61VLUv,M,C,8
sPbMs37d1G,F,C,11
qIXF24Gbrc,M,C,9
3m0nZJh9GS,M,C,11
PKrE3Ar1sa,M,C,10
V4SOTFXnPr,M,C,8
g7lE1InV0y,M,C,16
dLfkrKgAIG,M,C,7
yb5C2tmPnI,M,C,10
wOxnLbi1mf,F,C,12
jFeYb3EUYV,F,C,7
d7BdzeaAmN,M,C,5
IbHYjWurjz,F,C,8
aBnJ5YQjKp,M,C,4
t0mRGtm4YM,M,C,6
CgFKTpKwLp,M,C,4
SYkimi2UJi,M,C,6
Ty0PHVOvD4,M,C,9
UL6Fs05W3c,M,C,9
tn03EwROo0,M,C,14
00aequW61L,F,C,12
JBZA1paKCc,F,C,6
KCDSuMoylP,F,C,10
A1WzWJKwOn,M,C,9
mgkcaFBhjG,M,C,6
pyldK4ttRQ,F,C,10
uQAT1r19os,F,C,13
iaAXd0MWHI,M,C,16
Al3dVNq6GP,F,C,6
LQlaSyvlLF,F,C,9
