member_id,gender,status,mem_duration
Dnq3Cx9bRx,M,Q,2
J4ZXcesyDK,F,C,11
gGRar9JTFj,F,C,11
ueteHUrTqH,M,Q,1
mf9TPKl7C6,M,Q,1
S3NzBMCssM,F,C,12
lNoTW3ife7,F,Q,10
yXDaWO4eJf,M,C,5
rLMt67hGX0,M,Q,6
f30Ejhp4DW,M,C,5
qabDKT1YBQ,M,C,14
6xfNYUHQ3L,M,C,9
Rao2ZgH4GR,M,C,17
Uv6Q9fwBZI,M,C,12
vNuDPp1DmQ,F,Q,31
eMHDnEvyhL,M,C,12
UCVGBmJMA7,F,C,8
djeqotGlFc,F,C,11
ue49vQEUDZ,M,Q,8
RLUXswLYnL,M,C,10
0NgaaAMnPC,F,C,9
3QcimPyybj,M,Q,7
Rh1MkmVfZj,M,C,9
hjPIWWjImN,M,C,2
CgzdRr1WP8,F,Q,15
7dcCbdwep0,F,Q,1
WYD8hZC5ll,M,Q,10
6ttvolNJSx,M,C,11
k1QttGGPVI,F,C,8
jJg8pAb4oj,M,C,7
pTtHjR0prT,M,Q,1
bFPOMQyH1R,M,C,9
CGB23GXWPj,M,Q,1
CyBsuCNmkA,M,Q,3
gUyQTUWmRv,M,C,22
WIeCK51ZaH,F,C,6
UlEhpn76Pr,M,C,4
dYIzdQW69m,M,C,9
Ogkf7ErEvv,M,C,9
3CYLRfIz81,M,C,9
QREPCp6pVI,M,C,11
LnLxaqhCgq,F,Q,6
rWBP6x4mE1,M,C,8
dwD4fOdI9H,F,C,6
swquJSVUbJ,F,Q,2
lgIi7FakHj,M,C,10
J3gHZMRXuK,F,C,8
KpyWizRb2Y,F,Q,7
jUNQj26CPT,M,Q,3
AhHRUJXCMP,F,Q,3
0fCZcZbQ8H,M,Q,6
uBAWlgIn7K,M,Q,5
a4QKqfMYKd,F,Q,10
MHiYo8JDc3,M,C,8
iCG3cskdo9,M,C,4
xCimau4x9X,M,Q,1
R3k6wvkGij,M,C,10
mUZ4XzbgA1,M,C,13
4XxqQITZ9E,F,C,8
qwHD2Tjid5,M,C,9
13gj73b20a,M,C,10
jzXyU2S2I2,F,C,13
UYbKkY1sXG,M,Q,1
9znczi7STH,F,C,6
1cWfhl5l2K,M,Q,2
pNNrsExS8C,M,Q,1
hDu9ALlcKe,M,C,10
SwBPrB2S3D,M,Q,1
B9W3ehlywU,M,Q,4
aECmNNjRL0,M,C,8
PQGcPAB8ll,M,Q,16
JCldmDb7IT,M,C,9
C4XxfSfBe1,F,C,13
yhey7MaAlq,F,Q,14
GvCS7uXuTa,M,C,6
xUlByW6OoM,M,C,9
cAQemnurLR,F,C,12
mVqih92MaL,M,C,10
OPMeBdabTP,F,Q,10
SRBIArVFtE,F,Q,3
AbW1FGmbGD,M,Q,5
CsPvQzO4Uc,M,C,9
wyeyio5OBj,M,C,15
KdszKKUOIp,M,C,12
GNavH0lYCK,F,Q,13
ZVBphqyUOT,M,Q,6
L8Kf7GYjzD,F,Q,3
aQxSlOOKs7,M,C,10
LjHgzdo2lL,F,C,6
mvuV0W8sjM,F,C,13
j2jJjPPTnS,M,C,8
Xd6H6iyFY9,M,Q,3
pkmdDwWRAd,F,C,16
YhMt4NUk4e,F,Q,5
Rq6ePuYjpA,F,C,7
9cz2CnWuOB,M,Q,16
p0hrXjxjuB,M,C,9
CD2zAREf26,M,Q,13
RwCEId562I,M,C,9
aKuPTLspjb,M,C,9
2WOYVShFfP,M,C,12
5EzVqFFwpH,F,C,9
9lm9gxcAq5,M,C,5
BeKmfoqGBD,M,Q,4
kG52CN2QzL,M,Q,13
A2lnDcHGij,M,C,17
IhPNzZ8GLy,F,Q,8
GtWkY3qfhg,F,C,5
ZyCZxCxMCE,M,Q,14
OJelIFTuXC,M,C,10
bnsPJ0RWBd,M,C,11
zA9Fj1wfLP,M,C,9
PITfJli1he,F,C,11
atX9u48RmO,F,Q,4
BloVC20JL7,M,C,13
rqzK7cE0pf,M,Q,5
fnEeJ9sYjS,M,Q,8
kdYQrMw2Oe,M,C,7
MAWxp2N7BF,F,C,6
kjyZGd2JUI,F,Q,1
BAkGFAvVjw,F,C,4
FKy2lsrbSe,M,Q,2
NycWTGbSDz,F,Q,6
QTx8k3184N,F,C,5
9uZw9Ifi15,M,C,7
8Oldo1jg98,F,C,7
WoYal74fFQ,M,Q,1
eacxgyCOUv,M,C,18
LhQ3fLP9Cl,M,Q,1
HokUYpxR6H,M,C,9
QGCti3hvUc,F,C,9
I3tW3RbRFk,F,C,7
a7U6KoiVMB,M,C,10
ZkXpwjC4yR,M,Q,2
36eY28USWo,F,C,8
AiAtNoeXTM,M,C,8
TUDCHj9XOl,F,C,9
dJUTFD4umU,M,Q,6
9edajE9ra5,F,C,9
7COA9qD5Vt,M,Q,13
MACckJnGMv,M,C,10
e50BwarxPJ,F,Q,10
tguYJuCv6S,F,C,5
9H78nMDi50,M,C,13
aAL2zPRjmK,M,Q,1
IU7XiRY8og,M,C,11
QeaXz8ig6Y,F,C,11
7ZHBq9k3CF,M,C,14
4H4bOqH9NQ,M,C,6
lI542nVlHX,M,Q,11
tOgRwhe8g3,F,Q,7
ryt8qFH6cA,M,C,9
YYMMxWiBqX,M,C,6
aLWOK6qdU2,F,C,10
mkEzKShde8,F,Q,4
qUfw1NlaUD,F,C,9
sCe4CXACLs,M,C,10
Clw9z1yJ9p,M,C,8
6W5qDZU8I5,M,Q,22
NhGwsKpQmC,F,C,10
WUKKeM1YfU,M,C,12
VQvEJ2MdRm,M,Q,21
Mk6YesyjSE,F,C,7
05PHc4DRyi,M,C,9
zM0sdWP7JD,F,C,9
R3EMjENeVE,M,C,8
3yxnWAC9ks,M,C,9
7IU615bj1F,M,C,10
0O89ujk814,M,C,7
vN5RbyBZ2R,M,Q,2
GSK4l538m1,M,C,19
B93B2ejIQS,M,C,15
CUHLb5gAvO,M,Q,6
FFuIKkEVCk,M,Q,5
sRb9NYiezL,M,Q,1
eE8gSR9kvt,M,Q,18
Js1W3aCvEz,M,C,6
G6z0InNphH,F,Q,9
h6btvlSbJo,M,Q,7
rqZhEiyL1e,F,C,12
619UwhUMZZ,M,Q,6
Efeed44opK,F,C,18
BNJDWiJjno,F,Q,1
OyhfSp2XHW,M,C,14
77nDKe2Xi9,M,C,8
1Y82TT15CK,M,C,16
Mw9k6RMIR4,M,C,8
8enqA4EV74,M,C,8
eivtXyZnhY,M,Q,5
40u1pTkPqh,M,Q,10
s8jj8Q2DJU,F,Q,6
wLDZxYgWMG,M,C,10
3YZPzTqKnX,M,Q,4
U0GYSZcAos,M,Q,16
3dwbhcCmHY,F,Q,7
biFYzhfxWv,M,C,12
FIPl6rF0uH,F,Q,2
MWWHtO6npF,F,Q,2
BWzjqEuC2z,M,C,11
lYdJWkRqHL,M,C,15
9zSTf3KjzC,M,Q,20
hks9a38ROQ,M,C,8
HyOK2onBlv,M,C,6
oLzMAYUbP0,M,C,8
N6z0FWya0i,M,C,6
Bvv75tgy9y,F,C,9
WPPpWrEtHm,F,C,5
kglD2Vn3Ef,F,Q,6
LCgPnydzE7,M,Q,1
5OgvFHs013,F,C,12
NBJJgVaTFU,F,C,10
669JqhyhGr,M,Q,4
ZxFyYC266w,F,C,16
oLzWgzCuhg,M,C,8
Fy6tshGO05,M,Q,3
THLZEy4bRu,M,Q,3
PGFEZkSyu8,M,Q,5
yRWffLAWsi,F,C,9
N4qQi63xvA,F,C,6
FwfsmFcFbi,M,C,6
mQeAXpgBDn,F,C,6
V4cg8Xhr42,M,C,7
xvuP6ToQhJ,M,Q,2
KBEtEIdAfl,F,C,9
WJ2WPbAWE7,M,C,7
PcC4TDIOMk,M,C,5
m15KBdxcE8,M,C,10
bMLV9jp6Vh,M,C,6
ic2AHRyYWx,M,C,10
nHWARu0Rp5,F,C,6
GdgMiowZ2O,F,Q,14
dqRv0AKAgS,F,C,9
jkX2lgoCHW,F,C,9
avXSr7NNKL,M,C,6
KKBHsF0Maf,M,C,10
XSivdOt14V,M,C,10
F5lnNHlmhF,F,C,10
nA2uogN9qP,M,Q,11
jEU6nnM34g,M,C,9
Srk4t59Mve,M,Q,1
DiXNgAH5gi,F,C,7
k51w0FS6SO,F,Q,3
3l4W43948q,M,C,12
tZ9fqhioZr,M,C,9
0TBVOJ8cc0,F,C,10
PiTy5FsOaH,F,C,11
sm1Lgypgcp,M,Q,1
pYPkyFsX3t,F,C,9
VYc9mbOiWz,M,Q,3
BtENJAyX2j,M,C,7
PkMeJIWRC0,M,C,5
kQKP6GFM5M,F,Q,4
uZ0gXWa6Dv,F,C,7
eboZubgVE1,F,C,5
A2UDEmqPmJ,M,C,13
VBEp8ermyE,M,C,14
HgEUAtyPw6,F,C,11
mgtOKK7q8h,M,Q,2
q7nI1MK1DV,F,C,5
2nDTjwVX81,F,C,11
135oNCdKIx,M,C,7
eThDdDgp19,M,C,16
2GnJDHOayK,M,C,15
2H6LJwYgP2,M,Q,32
S8JWlm880R,F,C,12
VP29THZzw5,M,C,8
aeitn4LYht,M,C,15
1OQda9s5Vf,M,C,5
2DrgfIrTBp,F,Q,2
6w1dlxWneO,M,Q,4
9NI8cRz0FE,F,C,6
2rudR6JoDQ,M,C,7
kfjBHB14u9,F,C,11
6IwtlNPrFz,M,C,9
SBCTSRhtY9,M,C,10
mdWzXqeNXX,M,Q,8
3noreHj4zv,F,C,11
iYS1bWRPR1,M,C,8
P8qV9RBvdX,F,C,6
CUkQnyId6X,F,C,3
5aqWIij9Gy,M,C,10
roSrUAMjbs,F,C,8
yq8MgFFgQ7,M,Q,2
VSppJtvnFS,M,C,11
Er2Z1LafRe,F,C,5
T79vazqmSm,F,C,4
rTQ7sn25UC,M,C,11
t2sPv5jzkc,F,C,7
h5GKM8uC7r,M,Q,2
C2BMmO6vQk,M,C,18
ucRQnxtKlJ,M,C,8
HAxKfGB9rC,M,C,9
w3peZVtoNS,M,Q,5
qUfKcffIv0,M,C,7
7tuyCDpBxt,M,C,7
8YdR5ZC4Rb,M,C,7
4IYoeuGdYp,F,C,7
viJqKRucN5,F,C,8
jsN2v49vCF,F,Q,19
dXi3Kpbadi,M,C,9
l2nHwoLGDX,F,C,12
Tl08UUqsMF,M,C,15
uYvyx4YKq5,M,C,5
aagVbuIiO3,F,Q,2
ypBp83RHRU,F,Q,16
yw2gSQRepp,M,Q,2
a4lFsSJ6IR,M,Q,3
cQHrcpK3bv,M,C,18
BSvJcNBedv,F,C,5
wtWcJvGpor,F,C,8
OBdqxRIhQw,M,Q,14
NhjA6nxf9c,F,Q,2
Q8Y2HtvRWG,M,Q,5
o4N0QXO4Sz,F,C,6
hd72NFGi3p,M,Q,1
yu998nEFmG,F,C,10
EJicIx0jWk,M,Q,1
s2CeJxhlwb,F,Q,11
LXm88ObRx0,M,C,8
mtSSfXOCHg,F,C,10
xfKKzshkmK,M,Q,1
O50RPeCen2,M,Q,13
JSvxX7RurN,F,C,7
FoQFoht5rP,M,C,12
FemEvPZYEM,F,Q,10
ry0hLVKgMc,M,Q,4
V4N6H3OS5L,M,C,15
EBxv1YReix,M,C,9
gNIXbK2imI,M,C,8
lRgp8v9eMN,F,C,10
Y8QaMqeocB,F,C,7
wppyVGGqDn,F,C,11
B8XqNx3YRY,F,Q,4
v3MajCMWAC,M,Q,2
rbFeQZ0M8a,M,C,7
JFu7vaQ7ft,F,Q,2
IpXAaqedEW,M,C,7
ueTAQ8nU9i,F,C,4
Dh5fycTrhe,F,C,7
uQM40HtbtK,M,Q,17
PAiMcuochr,M,C,9
Lckg6KaRXh,F,C,8
9KSVS8Obuc,F,C,10
nJaDm2U7bn,F,C,5
du5YQOHSNv,M,Q,1
PiF8rm76lY,F,C,7
wfj84aQWmn,F,C,6
G6MzaJNJ4k,F,Q,6
7g2xJiNrRO,M,Q,3
phHuqOqaya,M,C,12
Iwg2tofQS2,M,C,13
XSkmfgmnZt,F,Q,3
CY65s1o8JO,M,Q,5
cNgib9fa8m,F,C,11
1xRmioAKCl,F,C,13
XnlQAEHTCk,M,Q,3
U7N6j8M5Bm,M,Q,4
reMY913fF0,M,C,10
eezTzpGyFk,F,C,10
4hsK67pTin,M,C,6
YFqFiMipjq,F,C,20
QzVALUG6Uf,M,C,6
Ei4xLort8I,M,C,7
JP0L0kJivn,M,C,9
qlqZj1UwYl,F,C,12
bIhoC6fgJ8,M,C,9
fJJ6nk8J2e,M,C,17
gIFOhdlyq0,M,Q,10
3e5eEAnbK0,F,Q,2
qZpkGP4nY4,M,Q,8
IZKv6HCKFM,M,C,15
KNXxNYhvNN,F,Q,2
eMRzirRbzy,F,C,15
cSRvxzA4aE,M,C,7
UylejtkJVI,M,C,10
nnGS6zJC6f,M,C,10
Ixoz10RVMi,M,C,13
cqtXLsmfHt,F,C,12
EfxHXjwQ6e,M,C,12
4swSf8CyT7,F,C,12
HL2uamM0aj,F,C,12
H6dLxARcA0,F,Q,6
841Zd4tupZ,M,C,7
psOBppnFiV,M,C,14
d9bC4c8WpM,M,C,9
Rzy3UW8yvf,F,C,6
cZ7DPsUSYG,M,C,9
J1vK3Bbt2X,M,Q,9
vh2yGh7nWt,M,Q,21
i2qbgv6a2v,F,C,17
fMuaxA0E1y,M,Q,24
SdLTgI0MIh,M,C,11
HnJ4BAEp8J,M,Q,23
DNFJlYIWNV,F,C,3
XIl6mLqbPy,F,C,6
hOrqnyaMgw,F,Q,15
gN9e5MIbNE,M,Q,1
nKcjSBxVMg,F,C,11
F5QVxywQc3,M,C,4
Njr5L9OsyK,M,Q,5
nDbdcCZvSO,F,Q,3
KOIgklVZYZ,F,Q,6
hzrg3BQ7i1,M,C,9
eFh8stbIGO,F,Q,17
pP41PO45PC,M,C,7
AW6FIyFkrS,M,C,5
NMrz8m7OiQ,M,C,9
oQ8Wg8ryoG,M,C,8
2ZMd2m3GKP,F,C,7
dp3rcBkLHd,M,C,8
ma42BL4Owk,M,Q,1
LuddYv5MSU,F,C,8
oUPVyOJQ6S,F,C,6
Qtl84Igxc1,M,C,9
E1GwU7d6Ih,F,C,12
eVVsaADsrs,F,C,4
2y14J900zb,M,Q,6
YcsHIC6AsX,F,C,9
lvfLiIVLoC,M,Q,2
RtKjLElZil,M,Q,13
IzUNc8nDbu,M,C,12
Ghi7j4LX8R,M,Q,5
hEWqPwcklX,F,Q,7
jTsYtN6jbO,F,C,4
IoehDD9DTy,F,C,4
kKvyqJUZe4,M,C,9
gX5bCsAbCM,F,C,9
XAmvZ9Y4P3,F,C,6
CVOn59AuBH,F,C,7
fvMgD78zHT,M,C,7
8IA4SvOeqC,M,Q,15
XcYwXLCjaI,M,C,5
LfdzKXN496,F,Q,8
cGZiuU2oQr,F,C,6
gvbkeODZhZ,M,C,13
0mwnCY0POv,F,C,6
ROwoHT8RbE,M,C,12
IugyyPDYUl,F,C,6
HI0MLPsLaa,F,Q,8
FaYAWzVxJu,F,C,9
hps2ra4b1X,M,C,8
XgKZticrIq,M,Q,6
7GIYFrA2Qb,M,C,12
hTPeCilPIm,M,Q,1
QzNYGBBz4C,M,Q,1
7uvK0UJi7c,M,C,7
TpBhCLQxJN,F,C,11
Kf85gJxevj,M,C,7
pTbnDRQv6R,M,C,9
4AvcSokwy2,F,C,9
qh7eVn1kds,M,C,10
2fSgtiRRkP,M,Q,42
XE9sa1UWNn,F,C,10
aXoDtTsPix,M,Q,1
yERyRbbx88,M,C,8
W8h3fMtVzC,M,C,7
Ss1iqnoRdR,M,C,13
dhR64SuE4P,M,C,7
VMqz6znzjV,M,Q,2
oHPDccH2pl,M,Q,15
BCj9eD8bs8,M,C,10
niaCEFqXiS,M,Q,6
mC3PZExg6E,M,Q,3
iZdC0tWb3J,M,C,8
qNU4opEjUX,M,C,11
SHP625eL0F,F,C,7
gqIMyd2d6p,F,C,4
XBAqPmkzjO,F,Q,1
ynvGTQ2bVN,F,Q,6
GYDPMrG4U3,F,Q,1
oBhAxWoHMb,F,Q,6
QoEHg5E9rE,F,Q,7
dlkZSORgRM,F,Q,10
yfWIGZPjRI,F,C,11
8OZfO6sYGE,M,C,8
kWSXjZ2hdO,F,Q,15
NUZcn3sAcX,F,C,8
Adgg7nMPn5,M,C,22
IkIB7EQhQa,M,C,7
4VCismGW12,F,C,16
utmvn6SjRf,M,Q,1
I4NDfehh53,F,C,5
hNCC0g3K1y,F,C,5
GF1Of2BEXP,M,C,16
UF7kb3fWi5,F,Q,7
yX8z0bPMrp,M,C,20
LzMFKIVf0M,M,C,6
SQgDFZJYIk,F,C,4
Z3fbJT84JY,M,Q,4
vgPzRs6j3u,F,Q,7
Z61NwO0MSX,M,Q,1
zlcYSZmRtx,M,C,12
bfInsLIuP5,F,Q,4
B7XoptxJ1p,M,C,6
qjq7tuixxX,M,Q,1
MiChmt5AfS,F,C,8
9ZwdoMvqwD,M,C,11
1CS8UTn35W,F,Q,1
Kyro8ZG6RO,M,C,18
NRffVDHf9T,M,C,9
95chAOZixt,F,C,7
tPkkHuGiY9,M,Q,1
L4AFPFBDdK,M,C,8
5euY21qWrC,M,C,8
fDoRMq9EvJ,F,C,18
ATlWQKqvyc,F,Q,4
rz9CsAV5ik,M,Q,1
IcMiispMpn,M,C,9
0j8ALXTboB,M,Q,1
TsuUbqZeF2,F,Q,2
gmSU8gnklK,M,Q,11
vB3n9sqm97,M,C,7
FQnVKVwmmh,F,C,25
I8nmEwfoO7,M,C,6
Fn7TH3RMjI,M,C,6
XgkH5M2UFY,F,C,7
8qqMJrfx6L,F,C,10
jLAad3xEhz,F,C,8
nIbZ9yVGZ7,F,C,10
ykzmlGoN3q,M,C,6
xSjRi7P02U,F,C,9
JomcBCdurT,F,C,7
Y9VMInsbjn,M,Q,7
Vop0QF7PTP,M,Q,6
oyV40skHe2,M,C,15
aQTpGknTwT,M,C,6
smgDYIZ8E8,M,Q,2
rVVOf2KLeT,M,C,12
gDzdwf4flX,F,C,13
jTbWBSZ6bH,M,C,9
ke4MjlqqW2,F,C,8
nEIQaYzi4a,M,C,9
3aSmTPViee,F,Q,1
1YxgwWyXbj,F,C,6
ozMClnx3HB,M,Q,4
0w8pLNXUVB,M,Q,12
SHXB36GquH,M,Q,4
a1WLigaOyc,F,Q,1
YnAuGzZgPU,F,C,13
1WkydZ4WWl,F,Q,10
EMa50G0nuq,F,C,10
hT12DOFDR1,M,C,9
NlugBcksvW,F,Q,1
NNJV88UFoT,M,C,9
dNFyAhu88A,M,Q,1
LIZu45EVhq,F,Q,4
e1pHFlOoRR,M,C,11
OGIbCcoWRZ,F,Q,8
FJNMLxtpiK,M,C,6
BolV5joJis,F,Q,3
9ZBTLrXTfY,M,C,6
AQmz1UicK6,M,C,11
0HAnipQAtM,M,C,9
UmwzUAk1gv,M,Q,5
9aRZfRU88c,M,Q,6
j3sHU2Z8p6,F,C,7
AiWyTf7N7J,M,C,11
U8GIKTEsWN,M,C,8
puWQq2FWUY,M,C,7
F1mOavsvuu,M,Q,3
BbKFEik0jj,F,C,5
p9wZWUxnnB,M,C,16
TMNq5iXyFn,M,Q,5
DffILXRYH8,M,C,13
mLH6OyK14g,F,C,8
I0qHyvijit,F,C,11
NHeSVef2Rz,F,Q,10
ytbJNl9e01,M,Q,1
obaZhKex7B,M,C,12
J5fFzcQIoJ,M,C,8
WIK0tHdUfV,F,Q,1
kZ9xuJbHik,F,C,5
h8tsMvSLVs,M,C,10
Irsen421Za,M,C,11
DNqMGNagwY,M,C,8
l8L8ZPezhW,M,Q,13
8hNfG7eRNt,M,Q,1
5QqKSrQ6Ox,F,C,13
YcXNVqg8qs,F,Q,7
HRNTjobw5e,M,C,9
OPjm0Hk6ZJ,M,C,12
